Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Weekly_Sales,Percentage,IsHoliday
1,2011-02-04,42.27,2.989,NA,NA,NA,NA,NA,212.5668812,7.742,1606629.58,0.0330266561289,0
1,2011-02-11,36.39,3.022,NA,NA,NA,NA,NA,212.9367046,7.742,1649614.93,0.0606652686167,1
1,2011-02-18,57.36,3.045,NA,NA,NA,NA,NA,213.2478853,7.742,1686842.78,0.0846019382007,0
1,2011-02-25,62.9,3.065,NA,NA,NA,NA,NA,213.535609,7.742,1456800.28,-0.063310211246,0
1,2011-03-04,59.58,3.288,NA,NA,NA,NA,NA,213.8233327,7.742,1636263.41,0.0520805417876,0
1,2011-03-11,53.56,3.459,NA,NA,NA,NA,NA,214.1110564,7.742,1553191.63,-0.00133274288006,0
1,2011-03-18,62.76,3.488,NA,NA,NA,NA,NA,214.3627114,7.742,1576818.06,0.0138585197999,0
1,2011-03-25,69.97,3.473,NA,NA,NA,NA,NA,214.5999389,7.742,1541102.38,-0.00910585851173,0
1,2011-04-01,59.17,3.524,NA,NA,NA,NA,NA,214.8371664,7.682,1495064.75,-0.0387070183354,0
1,2011-04-08,67.84,3.622,NA,NA,NA,NA,NA,215.0743939,7.682,1614259.35,0.0379324264996,0
1,2011-04-15,71.27,3.743,NA,NA,NA,NA,NA,215.2918561,7.682,1559889.0,0.00297351527806,0
1,2011-04-22,72.99,3.807,NA,NA,NA,NA,NA,215.4599053,7.682,1564819.81,0.00614391511989,0
1,2011-04-29,72.03,3.81,NA,NA,NA,NA,NA,215.6279544,7.682,1455090.69,-0.0644094391347,0
1,2011-05-06,64.61,3.906,NA,NA,NA,NA,NA,215.7960035,7.682,1629391.28,0.0476619168832,0
1,2011-05-13,75.64,3.899,NA,NA,NA,NA,NA,215.9640526,7.682,1604775.58,0.0318345758608,0
1,2011-05-20,67.63,3.907,NA,NA,NA,NA,NA,215.7339202,7.682,1428218.27,-0.0816878003202,0
1,2011-05-27,77.72,3.786,NA,NA,NA,NA,NA,215.5037878,7.682,1466046.67,-0.0573649906041,0
1,2011-06-03,83,3.699,NA,NA,NA,NA,NA,215.2736553,7.682,1635078.41,0.0513186134609,0
1,2011-06-10,83.13,3.648,NA,NA,NA,NA,NA,215.0435229,7.682,1588948.32,0.0216580039385,0
1,2011-06-17,86.41,3.637,NA,NA,NA,NA,NA,214.9980596,7.682,1532114.86,-0.0148846315706,0
1,2011-06-24,83.58,3.594,NA,NA,NA,NA,NA,215.0910982,7.682,1438830.15,-0.0748646003443,0
1,2011-07-01,85.55,3.524,NA,NA,NA,NA,NA,215.1841368,7.962,1488538.09,-0.042903513806,0
1,2011-07-08,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,1534849.64,-0.0131262295881,0
1,2011-07-15,88.54,3.575,NA,NA,NA,NA,NA,215.3611087,7.962,1455119.97,-0.0643906127537,0
1,2011-07-22,85.77,3.651,NA,NA,NA,NA,NA,215.4222784,7.962,1396926.82,-0.101807498327,0
1,2011-07-29,86.83,3.682,NA,NA,NA,NA,NA,215.4834482,7.962,1352219.79,-0.130553112302,0
1,2011-08-05,91.65,3.684,NA,NA,NA,NA,NA,215.544618,7.962,1624383.75,0.0444421878083,0
1,2011-08-12,90.76,3.638,NA,NA,NA,NA,NA,215.6057878,7.962,1525147.09,-0.0193647508423,0
1,2011-08-19,89.94,3.554,NA,NA,NA,NA,NA,215.6693107,7.962,1530761.43,-0.0157548565961,0
1,2011-08-26,87.96,3.523,NA,NA,NA,NA,NA,215.7332258,7.962,1464693.46,-0.0582350741745,0
1,2011-09-02,87.83,3.533,NA,NA,NA,NA,NA,215.7971409,7.962,1550229.22,-0.00323750582883,0
1,2011-09-09,76,3.546,NA,NA,NA,NA,NA,215.861056,7.962,1540471.24,-0.00951166732533,1
1,2011-09-16,79.94,3.526,NA,NA,NA,NA,NA,216.0410526,7.962,1514259.78,-0.0263650461085,0
1,2011-09-23,75.8,3.467,NA,NA,NA,NA,NA,216.3758246,7.962,1380020.27,-0.112678029426,0
1,2011-09-30,79.69,3.355,NA,NA,NA,NA,NA,216.7105965,7.962,1394561.83,-0.103328133664,0
1,2011-10-07,69.31,3.285,NA,NA,NA,NA,NA,217.0453684,7.866,1630989.95,0.0486898257086,0
1,2011-10-14,71.74,3.274,NA,NA,NA,NA,NA,217.3552733,7.866,1493525.93,-0.0396964449579,0
1,2011-10-21,63.71,3.353,NA,NA,NA,NA,NA,217.5159762,7.866,1502562.78,-0.0338859538194,0
1,2011-10-28,66.57,3.372,NA,NA,NA,NA,NA,217.6766791,7.866,1445249.09,-0.0707373664089,0
1,2011-11-04,54.98,3.332,NA,NA,NA,NA,NA,217.837382,7.866,1697229.58,0.0912804168031,0
1,2011-11-11,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,1594938.89,0.025509805606,0
1,2011-11-18,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,1539483.7,-0.0101466333167,0
1,2011-11-25,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,2033320.66,0.30737941613,1
1,2011-12-02,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,1584083.95,0.0185303235211,0
1,2011-12-09,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,1799682.38,0.157155261081,0
1,2011-12-16,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,1881176.67,0.209554255187,0
1,2011-12-23,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,2270188.99,0.459680420623,0
1,2011-12-30,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,1497462.72,-0.0371651776016,1
1,2012-01-06,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,1550369.92,-0.00314703889586,0
1,2012-01-13,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,1459601.17,-0.0615093020216,0
1,2012-01-20,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,1394393.84,-0.103436147452,0
1,2012-01-27,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,1319325.59,-0.151703342482,0
1,2012-02-03,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,1636339.65,0.0521295623915,0
1,2012-02-10,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,1802477.43,0.158952415317,1
1,2012-02-17,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,1819870.0,0.170135446336,0
1,2012-02-24,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,1539387.83,-0.0102082755687,0
1,2012-03-02,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,1688420.76,0.0856165438218,0
1,2012-03-09,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,1675431.16,0.0772645234062,0
1,2012-03-16,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,1677472.78,0.0785772391112,0
1,2012-03-23,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,1511068.07,-0.028417243796,0
1,2012-03-30,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,1649604.63,0.0606586459486,0
1,2012-04-06,70.43,3.891,10121.97,NA,77.98,3750.59,4510.72,221.4356112,7.143,1899676.88,0.221449473793,0
1,2012-04-13,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,1621031.7,0.04228689511,0
1,2012-04-20,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,1521577.87,-0.0216596789623,0
1,2012-04-27,67.23,3.814,3221.25,NA,35.49,577.14,6222.25,221.6179368,7.143,1468928.37,-0.0555121223686,0
1,2012-05-04,75.55,3.749,21290.13,NA,69.89,4977.35,3261.04,221.6718,7.143,1684519.99,0.0831084365147,0
1,2012-05-11,73.77,3.688,8351.4,NA,10.52,2443.14,3127.88,221.7256632,7.143,1611096.05,0.0358984958027,0
1,2012-05-18,70.33,3.63,6154.14,NA,45.11,1675.49,5508.18,221.742674,7.143,1595901.87,0.0261289800702,0
1,2012-05-25,77.22,3.561,4039.39,NA,745.19,1429.96,3631.13,221.744944,7.143,1555444.55,0.000115833968704,0
1,2012-06-01,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,1624477.58,0.0445025183862,0
1,2012-06-08,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,1697230.96,0.091281304112,0
1,2012-06-15,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,1630607.0,0.0484435974784,0
1,2012-06-22,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,1527845.81,-0.0176295346281,0
1,2012-06-29,84.88,3.286,3965.73,161.6,NA,435.99,4212.97,221.8434,7.143,1540421.49,-0.0095436554555,0
1,2012-07-06,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,1769854.16,0.137976387028,0
1,2012-07-13,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,1527014.04,-0.0181643440157,0
1,2012-07-20,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,1497954.76,-0.036848806957,0
1,2012-07-27,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,1439123.71,-0.0746758478721,0
1,2012-08-03,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,1631135.79,0.0487835975458,0
1,2012-08-10,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,1592409.97,0.0238837669698,0
1,2012-08-17,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,1597868.05,0.0273931895532,0
1,2012-08-24,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,1494122.38,-0.0393129410335,0
1,2012-08-31,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,1582083.4,0.0172440149017,0
1,2012-09-07,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,1661767.33,0.068478988277,1
1,2012-09-14,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,1517428.87,-0.024327392572,0
1,2012-09-21,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,1506126.06,-0.0315948449857,0
1,2012-09-28,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,1437059.26,-0.0760032427531,0
1,2012-10-05,68.55,3.617,8077.89,NA,18.22,3617.43,3626.14,223.1814772,6.573,1670785.97,0.0742777707953,0
1,2012-10-12,62.99,3.601,2086.18,NA,8.11,602.36,5926.45,223.3812965,6.573,1573072.81,0.0114504083522,0
1,2012-10-19,67.97,3.594,950.33,NA,4.93,80.25,2312.85,223.4257233,6.573,1508068.77,-0.0303457261844,0
1,2012-10-26,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,1493659.74,-0.0396104081399,0
2,2010-02-05,40.19,2.572,NA,NA,NA,NA,NA,210.7526053,8.324,2136989.46,0.109691277674,0
2,2010-02-12,38.49,2.548,NA,NA,NA,NA,NA,210.8979935,8.324,2137809.5,0.110117106276,1
2,2010-02-19,39.69,2.514,NA,NA,NA,NA,NA,210.9451605,8.324,2124451.54,0.103180613618,0
2,2010-02-26,46.1,2.561,NA,NA,NA,NA,NA,210.9759573,8.324,1865097.27,-0.0314963123253,0
2,2010-03-05,47.17,2.625,NA,NA,NA,NA,NA,211.0067542,8.324,1991013.13,0.0338890038769,0
2,2010-03-12,57.56,2.667,NA,NA,NA,NA,NA,211.037551,8.324,1990483.78,0.0336141241506,0
2,2010-03-19,54.52,2.72,NA,NA,NA,NA,NA,210.8733316,8.324,1946070.88,0.0105514892295,0
2,2010-03-26,51.26,2.732,NA,NA,NA,NA,NA,210.6766095,8.324,1750197.81,-0.0911610560959,0
2,2010-04-02,63.27,2.719,NA,NA,NA,NA,NA,210.4798874,8.2,2066187.72,0.0729255028336,0
2,2010-04-09,65.41,2.77,NA,NA,NA,NA,NA,210.2831653,8.2,1954689.21,0.0150267970437,0
2,2010-04-16,68.07,2.808,NA,NA,NA,NA,NA,210.1495463,8.2,1874957.94,-0.0263758848754,0
2,2010-04-23,65.11,2.795,NA,NA,NA,NA,NA,210.1000648,8.2,1821990.93,-0.0538804795876,0
2,2010-04-30,66.98,2.78,NA,NA,NA,NA,NA,210.0505833,8.2,1802450.29,-0.064027500981,0
2,2010-05-07,71.28,2.835,NA,NA,NA,NA,NA,210.0011018,8.2,2042581.71,0.0606674248748,0
2,2010-05-14,73.31,2.854,NA,NA,NA,NA,NA,209.9984585,8.2,1880752.36,-0.0233669709554,0
2,2010-05-21,74.83,2.826,NA,NA,NA,NA,NA,210.2768443,8.2,1896937.1,-0.0149625940758,0
2,2010-05-28,81.13,2.759,NA,NA,NA,NA,NA,210.5552301,8.2,1957113.89,0.0162858796445,0
2,2010-06-04,81.81,2.705,NA,NA,NA,NA,NA,210.833616,8.2,2102539.93,0.091802400037,0
2,2010-06-11,83.4,2.668,NA,NA,NA,NA,NA,211.1120018,8.2,2025538.76,0.0518173985575,0
2,2010-06-18,85.81,2.637,NA,NA,NA,NA,NA,211.1096543,8.2,2001636.96,0.0394057234055,0
2,2010-06-25,86.26,2.653,NA,NA,NA,NA,NA,210.9950134,8.2,1939927.09,0.00736115520941,0
2,2010-07-02,82.74,2.669,NA,NA,NA,NA,NA,210.8803726,8.099,2003940.64,0.0406019733873,0
2,2010-07-09,82.59,2.642,NA,NA,NA,NA,NA,210.7657317,8.099,1880902.62,-0.0232889442667,0
2,2010-07-16,85.32,2.623,NA,NA,NA,NA,NA,210.7577954,8.099,1845879.79,-0.0414755238909,0
2,2010-07-23,87.66,2.608,NA,NA,NA,NA,NA,210.8921319,8.099,1781717.71,-0.0747934704068,0
2,2010-07-30,83.49,2.64,NA,NA,NA,NA,NA,211.0264684,8.099,1804246.16,-0.0630949454808,0
2,2010-08-06,89.53,2.627,NA,NA,NA,NA,NA,211.1608049,8.099,1991909.98,0.0343547182105,0
2,2010-08-13,89.05,2.692,NA,NA,NA,NA,NA,211.2951413,8.099,1895601.05,-0.0156563752382,0
2,2010-08-20,88.7,2.664,NA,NA,NA,NA,NA,211.2596586,8.099,1964335.23,0.0200357615045,0
2,2010-08-27,87.12,2.619,NA,NA,NA,NA,NA,211.2241759,8.099,1863840.49,-0.032148930333,0
2,2010-09-03,81.83,2.577,NA,NA,NA,NA,NA,211.1886931,8.099,1904608.09,-0.0109792189336,0
2,2010-09-10,79.09,2.565,NA,NA,NA,NA,NA,211.1532104,8.099,1839128.83,-0.0449811478391,1
2,2010-09-17,82.05,2.582,NA,NA,NA,NA,NA,211.1806415,8.099,1793903.6,-0.0684656077305,0
2,2010-09-24,81.79,2.624,NA,NA,NA,NA,NA,211.2552578,8.099,1724557.22,-0.104475646369,0
2,2010-10-01,69.24,2.603,NA,NA,NA,NA,NA,211.3298742,8.163,1827440.43,-0.0510506749812,0
2,2010-10-08,63.19,2.633,NA,NA,NA,NA,NA,211.4044906,8.163,1849921.44,-0.039376784596,0
2,2010-10-15,65.8,2.72,NA,NA,NA,NA,NA,211.4713286,8.163,1794355.49,-0.0682309512659,0
2,2010-10-22,68.5,2.725,NA,NA,NA,NA,NA,211.5187208,8.163,1737947.64,-0.097522297952,0
2,2010-10-29,66.24,2.716,NA,NA,NA,NA,NA,211.5661131,8.163,1802755.11,-0.0638692147089,0
2,2010-11-05,57.85,2.689,NA,NA,NA,NA,NA,211.6135053,8.163,1939061.41,0.00691162676613,0
2,2010-11-12,59.69,2.728,NA,NA,NA,NA,NA,211.6608975,8.163,1916812.74,-0.00464161460495,0
2,2010-11-19,50.81,2.771,NA,NA,NA,NA,NA,211.5470304,8.163,1956739.17,0.0160912958511,0
2,2010-11-26,62.98,2.735,NA,NA,NA,NA,NA,211.4062867,8.163,2658725.29,0.380617134183,1
2,2010-12-03,49.33,2.708,NA,NA,NA,NA,NA,211.265543,8.163,2015781.27,0.0467505501955,0
2,2010-12-10,45.5,2.843,NA,NA,NA,NA,NA,211.1247993,8.163,2378726.55,0.235219992384,0
2,2010-12-17,47.55,2.869,NA,NA,NA,NA,NA,211.0645458,8.163,2609166.75,0.354882482421,0
2,2010-12-24,49.97,2.886,NA,NA,NA,NA,NA,211.0646599,8.163,3436007.68,0.784242657199,0
2,2010-12-31,47.3,2.943,NA,NA,NA,NA,NA,211.064774,8.163,1750434.55,-0.0910381222593,1
2,2011-01-07,44.69,2.976,NA,NA,NA,NA,NA,211.0648881,8.028,1758050.79,-0.087083177579,0
2,2011-01-14,33.02,2.983,NA,NA,NA,NA,NA,211.1176713,8.028,1744193.58,-0.0942789197002,0
2,2011-01-21,41.4,3.016,NA,NA,NA,NA,NA,211.4864691,8.028,1751384.9,-0.090544626561,0
2,2011-01-28,42.83,3.01,NA,NA,NA,NA,NA,211.8552668,8.028,1695371.68,-0.119631050632,0
2,2011-02-04,38.25,2.989,NA,NA,NA,NA,NA,212.2240646,8.028,1929346.23,0.00186674904969,0
2,2011-02-11,33.19,3.022,NA,NA,NA,NA,NA,212.5928624,8.028,2168041.61,0.125815971152,1
2,2011-02-18,57.83,3.045,NA,NA,NA,NA,NA,212.9033115,8.028,2080884.82,0.0805573812225,0
2,2011-02-25,60.8,3.065,NA,NA,NA,NA,NA,213.190421,8.028,1833511.08,-0.0478983209425,0
2,2011-03-04,57.77,3.288,NA,NA,NA,NA,NA,213.4775305,8.028,1981607.78,0.0290050140146,0
2,2011-03-11,52.7,3.459,NA,NA,NA,NA,NA,213.7646401,8.028,1879107.31,-0.0242212089713,0
2,2011-03-18,62.32,3.488,NA,NA,NA,NA,NA,214.0156238,8.028,1902557.66,-0.0120439618016,0
2,2011-03-25,69.42,3.473,NA,NA,NA,NA,NA,214.2521573,8.028,1766162.05,-0.0828711799808,0
2,2011-04-01,55.43,3.524,NA,NA,NA,NA,NA,214.4886908,7.931,1800171.36,-0.0652108988362,0
2,2011-04-08,67,3.622,NA,NA,NA,NA,NA,214.7252242,7.931,1847552.61,-0.0406068655293,0
2,2011-04-15,69.48,3.743,NA,NA,NA,NA,NA,214.9420631,7.931,1856467.84,-0.0359773841235,0
2,2011-04-22,69.39,3.807,NA,NA,NA,NA,NA,215.1096657,7.931,1886339.6,-0.0204656410189,0
2,2011-04-29,69.21,3.81,NA,NA,NA,NA,NA,215.2772683,7.931,1745545.28,-0.0935770118396,0
2,2011-05-06,61.48,3.906,NA,NA,NA,NA,NA,215.4448709,7.931,1837743.6,-0.0457004670858,0
2,2011-05-13,74.61,3.899,NA,NA,NA,NA,NA,215.6124735,7.931,1838513.07,-0.0453008983638,0
2,2011-05-20,67.14,3.907,NA,NA,NA,NA,NA,215.3834778,7.931,1688281.86,-0.12331263707,0
2,2011-05-27,76.42,3.786,NA,NA,NA,NA,NA,215.1544822,7.931,1797732.56,-0.0664773136401,0
2,2011-06-03,83.07,3.699,NA,NA,NA,NA,NA,214.9254865,7.931,1933756.21,0.00415675395253,0
2,2011-06-10,83.4,3.648,NA,NA,NA,NA,NA,214.6964908,7.931,1929153.16,0.00176649207651,0
2,2011-06-17,86.53,3.637,NA,NA,NA,NA,NA,214.6513538,7.931,1953771.99,0.0145505050204,0
2,2011-06-24,85.17,3.594,NA,NA,NA,NA,NA,214.7441108,7.931,1790925.8,-0.0700119132919,0
2,2011-07-01,85.69,3.524,NA,NA,NA,NA,NA,214.8368678,7.852,1866243.0,-0.030901360122,0
2,2011-07-08,87.7,3.48,NA,NA,NA,NA,NA,214.9296249,7.852,1853161.99,-0.0376940387813,0
2,2011-07-15,89.83,3.575,NA,NA,NA,NA,NA,215.0134426,7.852,1785187.29,-0.0729917943877,0
2,2011-07-22,89.34,3.651,NA,NA,NA,NA,NA,215.0749122,7.852,1743816.41,-0.0944747757243,0
2,2011-07-29,90.07,3.682,NA,NA,NA,NA,NA,215.1363819,7.852,1680693.06,-0.127253332766,0
2,2011-08-05,93.34,3.684,NA,NA,NA,NA,NA,215.1978515,7.852,1876704.26,-0.0254690595923,0
2,2011-08-12,91.58,3.638,NA,NA,NA,NA,NA,215.2593211,7.852,1812768.26,-0.0586696077735,0
2,2011-08-19,89.86,3.554,NA,NA,NA,NA,NA,215.3229307,7.852,1844094.59,-0.0424025386965,0
2,2011-08-26,90.45,3.523,NA,NA,NA,NA,NA,215.386897,7.852,1821139.91,-0.0543223954177,0
2,2011-09-02,89.64,3.533,NA,NA,NA,NA,NA,215.4508632,7.852,1809119.7,-0.060564224141,0
2,2011-09-09,77.97,3.546,NA,NA,NA,NA,NA,215.5148295,7.852,1748000.65,-0.0923019926018,1
2,2011-09-16,78.85,3.526,NA,NA,NA,NA,NA,215.6944378,7.852,1691439.52,-0.121672934196,0
2,2011-09-23,75.58,3.467,NA,NA,NA,NA,NA,216.0282356,7.852,1669299.78,-0.133169610631,0
2,2011-09-30,78.14,3.355,NA,NA,NA,NA,NA,216.3620333,7.852,1650394.44,-0.142986734811,0
2,2011-10-07,69.92,3.285,NA,NA,NA,NA,NA,216.6958311,7.441,1837553.43,-0.0457992181532,0
